book,vector
swhmp-中世纪和近代早期的技术｜大英百科,"[0.28293010752688175, 0.2264784946236559, 0.1875, 0.09274193548387097, 0.05443548387096774, 0.04032258064516129, 0.02956989247311828, 0.01747311827956989, 0.014112903225806451, 0.0114247311827957, 0.010752688172043012, 0.004032258064516129, 0.003360215053763441, 0.002688172043010753, 0.0020161290322580645, 0.002688172043010753, 0.0013440860215053765, 0.0020161290322580645, 0.002688172043010753, 0.002688172043010753, 0.0013440860215053765, 0.0013440860215053765, 0.0013440860215053765, 0.0013440860215053765, 0.0006720430107526882, 0.0020161290322580645, 0.0, 0.0006720430107526882, 0.0, 0.0]"
brkpge-矿物、岩石和化石｜大英百科,"[0.3018867924528302, 0.2025819265143992, 0.13306852035749753, 0.07646474677259185, 0.04270109235352532, 0.033763654419066536, 0.025819265143992055, 0.021847070506454815, 0.013902681231380337, 0.009930486593843098, 0.011916583912611719, 0.006951340615690168, 0.013902681231380337, 0.009930486593843098, 0.00893743793445879, 0.012909632571996028, 0.009930486593843098, 0.007944389275074478, 0.010923535253227408, 0.004965243296921549, 0.005958291956305859, 0.007944389275074478, 0.004965243296921549, 0.003972194637537239, 0.004965243296921549, 0.004965243296921549, 0.004965243296921549, 0.0019860973187686196, 0.0, 0.0]"
zdbyl-哈克贝利·费恩历险记（下）,"[0.34910913140311806, 0.21102449888641425, 0.06959910913140312, 0.09242761692650334, 0.06291759465478843, 0.05011135857461024, 0.030623608017817373, 0.022271714922048998, 0.027282850779510023, 0.015033407572383074, 0.01002227171492205, 0.011135857461024499, 0.009465478841870824, 0.006124721603563474, 0.0066815144766146995, 0.005011135857461025, 0.0038975501113585748, 0.0038975501113585748, 0.0016703786191536749, 0.0005567928730512249, 0.0027839643652561247, 0.0016703786191536749, 0.0016703786191536749, 0.0016703786191536749, 0.0005567928730512249, 0.0022271714922048997, 0.0005567928730512249, 0.0, 0.0, 0.0]"
xcuze-天文学：了解宇宙｜大英百科,"[0.36061684460260973, 0.24555160142348753, 0.17793594306049823, 0.07829181494661921, 0.028469750889679714, 0.020166073546856466, 0.02609727164887307, 0.014234875444839857, 0.009489916963226572, 0.00830367734282325, 0.0035587188612099642, 0.005931198102016607, 0.004744958481613286, 0.0011862396204033216, 0.0071174377224199285, 0.002372479240806643, 0.0011862396204033216, 0.0011862396204033216, 0.0011862396204033216, 0.002372479240806643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
uqnus-绿野仙踪,"[0.42134831460674155, 0.24859550561797752, 0.05758426966292135, 0.08075842696629214, 0.07162921348314606, 0.04564606741573034, 0.02457865168539326, 0.012640449438202247, 0.014044943820224719, 0.007022471910112359, 0.0035112359550561797, 0.0014044943820224719, 0.006320224719101123, 0.0007022471910112359, 0.0014044943820224719, 0.0014044943820224719, 0.0, 0.0, 0.0007022471910112359, 0.0007022471910112359, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
meygx-苔丝 | 有声书虫（6级）,"[0.5533216783216783, 0.28234265734265734, 0.07167832167832168, 0.044580419580419584, 0.025349650349650348, 0.009615384615384616, 0.004370629370629371, 0.0017482517482517483, 0.0017482517482517483, 0.0008741258741258741, 0.0017482517482517483, 0.0008741258741258741, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008741258741258741, 0.0, 0.0008741258741258741, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bvnsix-三个火枪手（四）,"[0.2737934145241317, 0.2124492557510149, 0.13802435723951287, 0.10870545782589085, 0.07036535859269283, 0.038791159224176815, 0.031574199368516014, 0.02525935949481281, 0.02210193955796121, 0.017591339648173207, 0.014884979702300407, 0.008570139828597204, 0.008570139828597204, 0.005412719891745603, 0.005863779882724403, 0.0027063599458728013, 0.0004510599909788002, 0.0022552999548940008, 0.0013531799729364006, 0.0018042399639152007, 0.0018042399639152007, 0.0013531799729364006, 0.0004510599909788002, 0.0009021199819576004, 0.0013531799729364006, 0.0018042399639152007, 0.0004510599909788002, 0.0013531799729364006, 0.0, 0.0]"
wsmrg-外行星｜大英百科,"[0.2821543408360129, 0.20819935691318328, 0.20819935691318328, 0.08520900321543408, 0.05466237942122187, 0.03054662379421222, 0.03054662379421222, 0.023311897106109324, 0.016881028938906754, 0.013665594855305467, 0.00964630225080386, 0.003215434083601286, 0.01045016077170418, 0.001607717041800643, 0.0040192926045016075, 0.003215434083601286, 0.0, 0.0040192926045016075, 0.002411575562700965, 0.001607717041800643, 0.002411575562700965, 0.0, 0.0008038585209003215, 0.0008038585209003215, 0.001607717041800643, 0.0, 0.0008038585209003215, 0.0, 0.0, 0.0]"
bqpixx-绿野仙踪 | 有声书虫（1级）,"[0.8826086956521739, 0.06956521739130435, 0.0, 0.013043478260869565, 0.013043478260869565, 0.004347826086956522, 0.008695652173913044, 0.0, 0.0, 0.004347826086956522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004347826086956522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
kzdsn-人类进化｜大英百科,"[0.27207325049051667, 0.19228253760627861, 0.18835840418574232, 0.09025506867233486, 0.060170045781556575, 0.03924133420536298, 0.03662524525833878, 0.02289077828646174, 0.015042511445389144, 0.017004578155657292, 0.010464355788096796, 0.011118378024852845, 0.006540222367560497, 0.007194244604316547, 0.005886200130804447, 0.008502289077828646, 0.0032701111837802484, 0.001962066710268149, 0.0, 0.0032701111837802484, 0.0013080444735120995, 0.0006540222367560497, 0.0013080444735120995, 0.0, 0.0006540222367560497, 0.003924133420536298, 0.0, 0.0, 0.0, 0.0]"
rxrhp-一个国王的爱情故事 | 有声书虫（2级）,"[0.8670360110803325, 0.10803324099722991, 0.008310249307479225, 0.00554016620498615, 0.00554016620498615, 0.0, 0.002770083102493075, 0.0, 0.0, 0.0, 0.002770083102493075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
aqhdu-探索古希腊｜大英百科,"[0.41689373297002724, 0.23024523160762944, 0.1880108991825613, 0.0653950953678474, 0.031335149863760216, 0.02316076294277929, 0.01226158038147139, 0.006811989100817439, 0.004087193460490463, 0.0013623978201634877, 0.0027247956403269754, 0.0013623978201634877, 0.0013623978201634877, 0.0027247956403269754, 0.0013623978201634877, 0.0027247956403269754, 0.0027247956403269754, 0.0013623978201634877, 0.0, 0.0, 0.0, 0.0013623978201634877, 0.0, 0.0013623978201634877, 0.0, 0.0, 0.0013623978201634877, 0.0, 0.0, 0.0]"
jpxdz-汤姆·索亚历险记 | 有声书虫（1级）,"[0.8721804511278195, 0.07894736842105263, 0.022556390977443608, 0.015037593984962405, 0.0037593984962406013, 0.0037593984962406013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0037593984962406013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
utuix-金银岛 | 有声书虫（4级）,"[0.7120115774240231, 0.18668596237337193, 0.02894356005788712, 0.03328509406657019, 0.011577424023154847, 0.005788712011577424, 0.00723589001447178, 0.00723589001447178, 0.001447178002894356, 0.0, 0.001447178002894356, 0.001447178002894356, 0.001447178002894356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001447178002894356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
brolgs-泰山之子（下）,"[0.25309876049580166, 0.21391443422630949, 0.11515393842463015, 0.09596161535385846, 0.07077169132347061, 0.05157936825269892, 0.04198320671731307, 0.03438624550179928, 0.03078768492602959, 0.024790083966413436, 0.01679328268692523, 0.014394242303078768, 0.009196321471411436, 0.006797281087564974, 0.0059976009596161535, 0.0023990403838464614, 0.0023990403838464614, 0.001999200319872051, 0.001599360255897641, 0.0027988804478208716, 0.0, 0.0011995201919232307, 0.0007996801279488205, 0.0, 0.0, 0.0, 0.00039984006397441024, 0.0007996801279488205, 0.0, 0.0]"
brmccc-鲁滨逊漂流记 | 有声书虫（2级）,"[0.873972602739726, 0.09315068493150686, 0.0, 0.01643835616438356, 0.00821917808219178, 0.0, 0.0, 0.005479452054794521, 0.0, 0.0, 0.0027397260273972603, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
oanix-电｜大英百科,"[0.37604456824512533, 0.2381615598885794, 0.16991643454038996, 0.07520891364902507, 0.036211699164345405, 0.025069637883008356, 0.023676880222841225, 0.008356545961002786, 0.008356545961002786, 0.005571030640668524, 0.002785515320334262, 0.004178272980501393, 0.005571030640668524, 0.005571030640668524, 0.001392757660167131, 0.001392757660167131, 0.002785515320334262, 0.0, 0.0, 0.0, 0.001392757660167131, 0.0, 0.006963788300835654, 0.0, 0.001392757660167131, 0.0, 0.0, 0.0, 0.0, 0.0]"
wykmu-红字 | 有声书虫（4级）,"[0.6874095513748191, 0.2199710564399421, 0.04052098408104197, 0.024602026049204053, 0.015918958031837915, 0.004341534008683068, 0.004341534008683068, 0.001447178002894356, 0.0, 0.0, 0.001447178002894356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bvierz-奥兹公主失踪记,"[0.3287321063394683, 0.2448875255623722, 0.11247443762781185, 0.09202453987730061, 0.0679959100204499, 0.04754601226993865, 0.03374233128834356, 0.016359918200409, 0.019938650306748466, 0.008691206543967281, 0.008691206543967281, 0.00408997955010225, 0.00408997955010225, 0.002556237218813906, 0.0015337423312883436, 0.0015337423312883436, 0.0010224948875255625, 0.0005112474437627812, 0.0005112474437627812, 0.0010224948875255625, 0.0, 0.0005112474437627812, 0.0, 0.0, 0.0005112474437627812, 0.0, 0.0, 0.0010224948875255625, 0.0, 0.0]"
hxmas-污染地球｜大英百科,"[0.3184656556645852, 0.2408563782337199, 0.1873327386262266, 0.0767172167707404, 0.06333630686886708, 0.0383586083853702, 0.02408563782337199, 0.015165031222123104, 0.012488849241748439, 0.008028545941123996, 0.0053523639607493305, 0.0044603033006244425, 0.0008920606601248885, 0.0008920606601248885, 0.001784121320249777, 0.0, 0.0, 0.0, 0.0, 0.0008920606601248885, 0.0, 0.0008920606601248885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
btqcus-数学｜大英百科,"[0.3734610123119015, 0.22571819425444598, 0.20930232558139536, 0.06155950752393981, 0.03146374829001368, 0.02051983584131327, 0.013679890560875513, 0.013679890560875513, 0.012311901504787962, 0.0027359781121751026, 0.005471956224350205, 0.004103967168262654, 0.004103967168262654, 0.0013679890560875513, 0.005471956224350205, 0.005471956224350205, 0.0013679890560875513, 0.0013679890560875513, 0.0, 0.0027359781121751026, 0.0, 0.0, 0.0, 0.0, 0.0027359781121751026, 0.0, 0.0013679890560875513, 0.0, 0.0, 0.0]"
blnue-天气及气候学界的先驱｜大英百科,"[0.31275720164609055, 0.23292181069958848, 0.21810699588477367, 0.08065843621399177, 0.04691358024691358, 0.023868312757201648, 0.015637860082304528, 0.01728395061728395, 0.00905349794238683, 0.01316872427983539, 0.0049382716049382715, 0.0049382716049382715, 0.0024691358024691358, 0.0032921810699588477, 0.007407407407407408, 0.0008230452674897119, 0.0016460905349794238, 0.0, 0.0016460905349794238, 0.0, 0.0, 0.0, 0.0016460905349794238, 0.0, 0.0, 0.0, 0.0, 0.0008230452674897119, 0.0, 0.0]"
zzkne-伊索寓言,"[0.2742504409171076, 0.21031746031746032, 0.12257495590828923, 0.09656084656084656, 0.07804232804232804, 0.050705467372134036, 0.039241622574955906, 0.02292768959435626, 0.026895943562610228, 0.021604938271604937, 0.012345679012345678, 0.013227513227513227, 0.007495590828924162, 0.005731922398589065, 0.004409171075837742, 0.002204585537918871, 0.0008818342151675485, 0.002204585537918871, 0.0013227513227513227, 0.0013227513227513227, 0.0004409171075837742, 0.001763668430335097, 0.001763668430335097, 0.0004409171075837742, 0.0004409171075837742, 0.0, 0.0, 0.0008818342151675485, 0.0, 0.0]"
mlpvz-驶过时间海洋的小舟,"[0.3657303370786517, 0.24943820224719102, 0.13764044943820225, 0.08033707865168539, 0.05056179775280899, 0.03876404494382023, 0.02359550561797753, 0.015730337078651686, 0.01348314606741573, 0.006741573033707865, 0.007865168539325843, 0.0022471910112359553, 0.0011235955056179776, 0.0011235955056179776, 0.0016853932584269663, 0.0, 0.0, 0.0, 0.0005617977528089888, 0.0005617977528089888, 0.0, 0.0, 0.0011235955056179776, 0.0005617977528089888, 0.0, 0.0, 0.0005617977528089888, 0.0005617977528089888, 0.0, 0.0]"
xliln-绿山墙的安妮（上）,"[0.27398938342180484, 0.20988158432013065, 0.10575745202123316, 0.0935075541037158, 0.07758268681094324, 0.05430788076766027, 0.04287464271131074, 0.03593303389138424, 0.026541445487954268, 0.019599836668027767, 0.012658227848101266, 0.011024908125765618, 0.010616578195181707, 0.006124948958758677, 0.004899959167006942, 0.002449979583503471, 0.002041649652919559, 0.0016333197223356473, 0.0032666394446712946, 0.0012249897917517355, 0.0004083299305839118, 0.0004083299305839118, 0.0004083299305839118, 0.0, 0.0012249897917517355, 0.0008166598611678236, 0.0004083299305839118, 0.0004083299305839118, 0.0, 0.0]"
ryyvp-魔戒第一部：魔戒同盟（下）,"[0.2687651331719128, 0.19652945924132365, 0.09644874899112187, 0.1016949152542373, 0.08151735270379339, 0.06941081517352704, 0.05205811138014528, 0.035916061339790153, 0.02744148506860371, 0.016142050040355124, 0.014527845036319613, 0.009281678773204197, 0.010088781275221953, 0.005649717514124294, 0.002824858757062147, 0.002421307506053269, 0.002421307506053269, 0.0012106537530266344, 0.0016142050040355124, 0.0012106537530266344, 0.0, 0.0, 0.0008071025020177562, 0.0008071025020177562, 0.0008071025020177562, 0.0, 0.0004035512510088781, 0.0, 0.0, 0.0]"
ujhse-谁发现了DNA？｜大英百科,"[0.4247787610619469, 0.2402022756005057, 0.13527180783817952, 0.041719342604298354, 0.051833122629582805, 0.020227560050568902, 0.02402022756005057, 0.01390644753476612, 0.010113780025284451, 0.0025284450063211127, 0.0025284450063211127, 0.007585335018963337, 0.006321112515802781, 0.0025284450063211127, 0.0012642225031605564, 0.0012642225031605564, 0.0025284450063211127, 0.0050568900126422255, 0.0050568900126422255, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012642225031605564, 0.0, 0.0, 0.0, 0.0]"
dtxgn-安徒生童话,"[0.2381570408825438, 0.19857235561323816, 0.10382868267358858, 0.10317975340687865, 0.08500973393900065, 0.060025957170668394, 0.04412719013627515, 0.03244646333549643, 0.03017521090201168, 0.02465931213497729, 0.014925373134328358, 0.013303049967553536, 0.0136275146009085, 0.009409474367293965, 0.00681375730045425, 0.0055158987670343934, 0.003244646333549643, 0.0022712524334847503, 0.0029201817001946787, 0.0029201817001946787, 0.000973393900064893, 0.000973393900064893, 0.000973393900064893, 0.000973393900064893, 0.0, 0.000973393900064893, 0.0, 0.0, 0.0, 0.0]"
ngvgi-魔戒第二部：双塔殊途（下）,"[0.2663983903420523, 0.18873239436619718, 0.09979879275653923, 0.09818913480885312, 0.08048289738430583, 0.06519114688128773, 0.045875251509054325, 0.03702213279678068, 0.030583501006036216, 0.02454728370221328, 0.016498993963782696, 0.011267605633802818, 0.00925553319919517, 0.005633802816901409, 0.004024144869215292, 0.00482897384305835, 0.002414486921529175, 0.0016096579476861167, 0.0008048289738430583, 0.002414486921529175, 0.0008048289738430583, 0.0008048289738430583, 0.0012072434607645875, 0.00040241448692152917, 0.0, 0.0008048289738430583, 0.00040241448692152917, 0.0, 0.0, 0.0]"
eotla-格兰特船长的儿女（中）：澳大利亚之旅,"[0.2505353319057816, 0.21020699500356888, 0.1377587437544611, 0.0945753033547466, 0.07173447537473233, 0.05531763026409707, 0.04246966452533904, 0.030692362598144184, 0.022840827980014276, 0.018558172733761598, 0.01284796573875803, 0.012491077801570306, 0.006780870806566738, 0.006780870806566738, 0.004282655246252677, 0.004282655246252677, 0.0024982155603140615, 0.0010706638115631692, 0.0014275517487508922, 0.0028551034975017845, 0.0017844396859386152, 0.0024982155603140615, 0.0017844396859386152, 0.00035688793718772306, 0.0010706638115631692, 0.0010706638115631692, 0.0010706638115631692, 0.00035688793718772306, 0.0, 0.0]"
buowzc-波卡洪塔斯｜大英百科,"[0.47503566333808844, 0.23109843081312412, 0.14122681883024252, 0.07417974322396577, 0.03138373751783167, 0.012838801711840228, 0.007132667617689016, 0.009985734664764621, 0.007132667617689016, 0.0028530670470756064, 0.0014265335235378032, 0.0, 0.0028530670470756064, 0.0, 0.0028530670470756064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
enlsx-细胞｜大英百科,"[0.19222271321254972, 0.16703490941228458, 0.18692001767565178, 0.08705258506407423, 0.06142288996906761, 0.04595669465311533, 0.03844454264250994, 0.03093239063190455, 0.022536456031816175, 0.015908086610693768, 0.015024304021210782, 0.014140521431727796, 0.015908086610693768, 0.016349977905435263, 0.008395934600088379, 0.015466195315952275, 0.010605391073795847, 0.010163499779054353, 0.01104728236853734, 0.006628369421122404, 0.003535130357931949, 0.003535130357931949, 0.0026513477684489617, 0.0017675651789659744, 0.002209456473707468, 0.010163499779054353, 0.0017675651789659744, 0.002209456473707468, 0.0, 0.0]"
svbtq-游戏：从Atari到Xbox｜大英百科,"[0.26625704045058884, 0.22171018945212492, 0.22580645161290322, 0.09984639016897082, 0.05632360471070148, 0.033282130056323606, 0.02816180235535074, 0.019969278033794162, 0.011264720942140297, 0.009216589861751152, 0.010752688172043012, 0.00409626216077829, 0.0035842293906810036, 0.0015360983102918587, 0.0015360983102918587, 0.0015360983102918587, 0.002048131080389145, 0.0015360983102918587, 0.0005120327700972862, 0.0, 0.0, 0.0, 0.0, 0.0005120327700972862, 0.0, 0.0, 0.0, 0.0005120327700972862, 0.0, 0.0]"
jektl-英国文学：从19世纪至今｜大英百科,"[0.18414018414018413, 0.177012177012177, 0.18324918324918324, 0.10632610632610633, 0.07038907038907039, 0.06266706266706266, 0.04870804870804871, 0.041283041283041284, 0.033858033858033855, 0.02286902286902287, 0.016632016632016633, 0.013662013662013662, 0.00891000891000891, 0.006831006831006831, 0.00594000594000594, 0.003861003861003861, 0.002376002376002376, 0.002079002079002079, 0.001485001485001485, 0.00297000297000297, 0.001485001485001485, 0.000297000297000297, 0.000594000594000594, 0.000891000891000891, 0.000297000297000297, 0.001188001188001188, 0.0, 0.0, 0.0, 0.0]"
crwzi-奥兹玛公主,"[0.33213552361396304, 0.23408624229979466, 0.0944558521560575, 0.0959958932238193, 0.07700205338809035, 0.045174537987679675, 0.027720739219712527, 0.023613963039014373, 0.02053388090349076, 0.01026694045174538, 0.01026694045174538, 0.006160164271047228, 0.005646817248459959, 0.003080082135523614, 0.001026694045174538, 0.002053388090349076, 0.002053388090349076, 0.000513347022587269, 0.001026694045174538, 0.001026694045174538, 0.0, 0.001540041067761807, 0.001540041067761807, 0.001026694045174538, 0.000513347022587269, 0.000513347022587269, 0.000513347022587269, 0.000513347022587269, 0.0, 0.0]"
brovfl-电话技术的突破｜大英百科,"[0.2921195652173913, 0.23029891304347827, 0.21875, 0.08220108695652174, 0.04891304347826087, 0.02309782608695652, 0.024456521739130436, 0.016983695652173912, 0.01154891304347826, 0.010869565217391304, 0.006114130434782609, 0.006114130434782609, 0.005434782608695652, 0.002717391304347826, 0.0033967391304347825, 0.004076086956521739, 0.004076086956521739, 0.0006793478260869565, 0.002717391304347826, 0.0020380434782608695, 0.001358695652173913, 0.0006793478260869565, 0.0, 0.0006793478260869565, 0.0006793478260869565, 0.0, 0.0, 0.0, 0.0, 0.0]"
bcijee-现代哲学｜大英百科,"[0.19650986342943855, 0.18323216995447647, 0.2109256449165402, 0.11115326251896814, 0.06031866464339909, 0.054628224582701064, 0.04628224582701062, 0.030349013657056147, 0.024279210925644917, 0.019347496206373292, 0.010622154779969651, 0.011760242792109257, 0.009863429438543247, 0.006449165402124431, 0.007587253414264037, 0.00417298937784522, 0.0011380880121396055, 0.002655538694992413, 0.0015174506828528073, 0.0018968133535660092, 0.0011380880121396055, 0.0007587253414264037, 0.0007587253414264037, 0.0007587253414264037, 0.0007587253414264037, 0.0011380880121396055, 0.0, 0.0, 0.0, 0.0]"
bkyooq-桃乐茜与魔法师,"[0.3295566502463054, 0.2458128078817734, 0.10295566502463054, 0.08866995073891626, 0.07783251231527094, 0.04630541871921182, 0.03300492610837438, 0.020689655172413793, 0.014285714285714285, 0.009852216748768473, 0.010344827586206896, 0.0049261083743842365, 0.005911330049261084, 0.002955665024630542, 0.001477832512315271, 0.0004926108374384236, 0.001477832512315271, 0.0004926108374384236, 0.0009852216748768472, 0.0004926108374384236, 0.0004926108374384236, 0.0, 0.0004926108374384236, 0.0004926108374384236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
qefne-爱丽丝漫游奇境 | 译林有声双语,"[0.5198776758409785, 0.2252803261977574, 0.04485219164118247, 0.0672782874617737, 0.046890927624872576, 0.029561671763506627, 0.026503567787971458, 0.01529051987767584, 0.0010193679918450561, 0.0061162079510703364, 0.0050968399592252805, 0.0030581039755351682, 0.0030581039755351682, 0.0020387359836901123, 0.0030581039755351682, 0.0, 0.0010193679918450561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
esivl-热量｜大英百科,"[0.40224358974358976, 0.25, 0.1971153846153846, 0.05448717948717949, 0.02564102564102564, 0.014423076923076924, 0.01282051282051282, 0.00641025641025641, 0.008012820512820512, 0.00641025641025641, 0.0, 0.003205128205128205, 0.0016025641025641025, 0.0016025641025641025, 0.004807692307692308, 0.0016025641025641025, 0.0016025641025641025, 0.003205128205128205, 0.003205128205128205, 0.0, 0.0016025641025641025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
dddmp-雕塑｜大英百科,"[0.22679580306698952, 0.1977401129943503, 0.18684422921711058, 0.0996771589991929, 0.06739305891848264, 0.04963680387409201, 0.03188054882970137, 0.029055690072639227, 0.018159806295399514, 0.018966908797417272, 0.014527845036319613, 0.00887812752219532, 0.012510088781275222, 0.004035512510088781, 0.007667473769168685, 0.005649717514124294, 0.00443906376109766, 0.002421307506053269, 0.0020177562550443904, 0.0020177562550443904, 0.0008071025020177562, 0.0020177562550443904, 0.002421307506053269, 0.0016142050040355124, 0.0008071025020177562, 0.0008071025020177562, 0.0012106537530266344, 0.0, 0.0, 0.0]"
rzixa-柳林风声,"[0.23642276422764227, 0.208130081300813, 0.10894308943089431, 0.10178861788617886, 0.07154471544715447, 0.0608130081300813, 0.04878048780487805, 0.04065040650406504, 0.027642276422764227, 0.024390243902439025, 0.012682926829268294, 0.014308943089430894, 0.00878048780487805, 0.007804878048780488, 0.006178861788617886, 0.0032520325203252032, 0.003902439024390244, 0.002926829268292683, 0.0032520325203252032, 0.001951219512195122, 0.0006504065040650406, 0.000975609756097561, 0.0013008130081300813, 0.0006504065040650406, 0.0003252032520325203, 0.0013008130081300813, 0.0003252032520325203, 0.0003252032520325203, 0.0, 0.0]"
fbvjq-篮球及最伟大的篮球运动员们｜大英百科,"[0.38305941845764857, 0.25410872313527183, 0.18331226295828065, 0.06700379266750948, 0.03286978508217446, 0.017699115044247787, 0.012642225031605562, 0.012642225031605562, 0.010113780025284451, 0.006321112515802781, 0.006321112515802781, 0.0025284450063211127, 0.0037926675094816687, 0.0012642225031605564, 0.0012642225031605564, 0.0, 0.0012642225031605564, 0.0012642225031605564, 0.0, 0.0, 0.0, 0.0, 0.0012642225031605564, 0.0, 0.0, 0.0, 0.0012642225031605564, 0.0, 0.0, 0.0]"
bsovli-碎布姑娘（下）,"[0.36995654872749845, 0.25512104283054005, 0.09683426443202979, 0.08441961514587212, 0.06828057107386716, 0.03476101800124146, 0.027312228429546864, 0.01738050900062073, 0.011793916821849782, 0.012414649286157667, 0.00558659217877095, 0.004345127250155183, 0.004965859714463066, 0.0006207324643078833, 0.00186219739292365, 0.0006207324643078833, 0.0012414649286157666, 0.0, 0.0012414649286157666, 0.0, 0.0, 0.0, 0.0006207324643078833, 0.0, 0.0006207324643078833, 0.0, 0.0, 0.0, 0.0, 0.0]"
xwzxa-科学史｜大英百科,"[0.25685339690107273, 0.20560190703218117, 0.2205005959475566, 0.09475566150178784, 0.058402860548271755, 0.030393325387365912, 0.03158522050059595, 0.023241954707985697, 0.013706793802145411, 0.013110846245530394, 0.00834326579261025, 0.0059594755661501785, 0.0077473182359952325, 0.004767580452920143, 0.004767580452920143, 0.004171632896305125, 0.0023837902264600714, 0.0017878426698450535, 0.003575685339690107, 0.0011918951132300357, 0.0017878426698450535, 0.0017878426698450535, 0.0011918951132300357, 0.0005959475566150178, 0.0017878426698450535, 0.0, 0.0, 0.0, 0.0, 0.0]"
bsgfg-越狱 | 有声书虫（入门）,"[0.8540145985401459, 0.08029197080291971, 0.021897810218978103, 0.0072992700729927005, 0.014598540145985401, 0.0072992700729927005, 0.0072992700729927005, 0.0, 0.0, 0.0, 0.0072992700729927005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lzfee-冰球及最伟大的冰球运动员们｜大英百科,"[0.4460227272727273, 0.24005681818181818, 0.14488636363636365, 0.05823863636363636, 0.03977272727272727, 0.024147727272727272, 0.009943181818181818, 0.014204545454545454, 0.004261363636363636, 0.002840909090909091, 0.0014204545454545455, 0.002840909090909091, 0.004261363636363636, 0.002840909090909091, 0.0, 0.0014204545454545455, 0.0014204545454545455, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014204545454545455, 0.0, 0.0, 0.0, 0.0]"
bagtvu-风语河岸柳 | 有声书虫（3级）,"[0.7576271186440678, 0.15932203389830507, 0.013559322033898305, 0.022033898305084745, 0.010169491525423728, 0.013559322033898305, 0.005084745762711864, 0.00847457627118644, 0.001694915254237288, 0.003389830508474576, 0.001694915254237288, 0.001694915254237288, 0.0, 0.0, 0.0, 0.001694915254237288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
jeusx-纳尼亚传奇：狮子、女巫和魔衣柜,"[0.37801293356848914, 0.22692533803644915, 0.06760728982951206, 0.09053497942386832, 0.07172251616696061, 0.04644326866549089, 0.029394473838918283, 0.019988242210464434, 0.014697236919459141, 0.014697236919459141, 0.010582010582010581, 0.00940623162845385, 0.00411522633744856, 0.0029394473838918285, 0.004703115814226925, 0.001763668430335097, 0.0005878894767783657, 0.0023515579071134627, 0.0005878894767783657, 0.0005878894767783657, 0.0005878894767783657, 0.0005878894767783657, 0.0011757789535567313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
